20,40,60,80,100,120
0.5,0.575,0.7,0.72,0.75,0.72
0.45,0.675,0.73,0.76,0.79,0.79
1.3,1.7,1.9,3.3,2.6,2.9
2.4,3.5,4.5,4.8,5.6,5.8
