20,30,40,50
2.070266,4.2763764,8.4515668,10.605651
0.95,0.89,0.8,0.5
3.9822822,7.4441618,10.832415,13.0067292
0.8,0.89,0.9,1
5.129033,7.489161,12.937799,20.321452
0.55,0.6,0.75,0.8
